region,prefecture,commune,canton,etab_nom,categorie,statut_simplifie,lat,lon
Kara,Doufelgou,Doufelgou 3,Alloum,COOPEC Niamtougou,Micro-Finance,Actif,9.740067313310163,0.9202392697524872
Kara,Doufelgou,Doufelgou 1,Niamtougou,COOPEC Niantougou,Micro-Finance,Actif,9.764061326431086,1.1068379097221857
Kara,Doufelgou,Doufelgou 1,Niamtougou,C.P.D.E.N.D.F,Micro-Finance,Actif,9.773433803190713,1.112788506935008
Kara,Doufelgou,Doufelgou 1,Niamtougou,Mec-d Niamtougou,Micro-Finance,Actif,9.765029259233224,1.1074411232945585
Kara,Kozah,Kozah 1,Commune De Kara,Sanlam Kara,Assurance,Actif,9.545288813776803,1.1969616674093926
Kara,Kozah,Kozah 1,Commune De Kara,GTA Assurance Gbiyinboua,Assurance,Actif,9.550400130426782,1.1891039895249098
Kara,Kozah,Kozah 1,Commune De Kara,Fidelia Assurance Kara,Assurance,Actif,9.547881785245083,1.1921138803668052
Kara,Kozah,Kozah 1,Commune De Kara,NSIA Assurance Kara,Assurance,Actif,9.551905000000003,1.1878516666666663
Kara,Kozah,Kozah 1,Commune De Kara,Prudential Beneficial Assurance,Assurance,Actif,9.55916039834308,1.19172082385639
Kara,Kozah,Kozah 1,Commune De Kara,SUNU Assurance Vie,Assurance,Actif,9.558608333333334,1.1833899999999993
Kara,Kozah,Kozah 1,Commune De Kara,SUNU Assurance Iard,Assurance,Actif,9.551063333333332,1.188863333333333
Kara,Bassar,Bassar 1,Bassar,Fidelia Assurance Bassar,Assurance,Actif,9.264446666666668,0.7856599999999997
Kara,Bassar,Bassar 1,Bassar,Promo Finance Bassar,Micro-Finance,Actif,9.262161666666668,0.7741283333333334
Kara,Kozah,Kozah 1,Commune De Kara,SUNU Bank Chaminade,Banque,Actif,9.55859709356478,1.183396916780646
Kara,Kozah,Kozah 1,Commune De Kara,BSIC Kara,Banque,Actif,9.548170000000002,1.192223333333334
Maritime,Zio,Zio 1,Djagblé,COCEC Djagble,Micro-Finance,Actif,6.254643333333335,1.282755
Maritime,Zio,Zio 3,Gamé-Sèva,Mutuelle Villageoise de developpement de Avedze,Micro-Finance,Actif,6.672092766562961,1.238830357308717
Maritime,Yoto,Yoto 1,Tabligbo,SUNU Bank Tagbligbo,Banque,Actif,6.592006666666667,1.5012799999999995
Maritime,Yoto,Yoto 1,Tabligbo,COOPEC-AD Tagbligbo,Micro-Finance,Actif,6.589533333333335,1.500261666666667
Maritime,Yoto,Yoto 1,Tabligbo,Mutuelle Akwaba Tagbligbo,Micro-Finance,Actif,6.588998754943864,1.4957404469606597
Maritime,Yoto,Yoto 1,Tabligbo,UTB Tagbligbo,Banque,Actif,6.588850000000002,1.4940933333333333
Maritime,Yoto,Yoto 1,Tabligbo,Banque Atlantique Tagbligbo,Banque,Actif,6.58045,1.5106866666666663
Maritime,Yoto,Yoto 1,Tabligbo,UMECTO Tagbligbo,Micro-Finance,Actif,6.589511666666668,1.4988783333333335
Maritime,Yoto,Yoto 2,Ahépé,UMECTO Ahepe,Micro-Finance,Actif,6.6063616666666665,1.3961916666666665
Maritime,Yoto,Yoto 2,Ahépé,Mutuelle Akwaba Agence Annexe,Micro-Finance,Actif,6.604326666666667,1.3941233333333327
Maritime,Yoto,Yoto 2,Tchékpo,FUCEC Togo -Togo (guichet de Tchekpo ),Micro-Finance,Actif,6.533866666666665,1.3589116666666667
Maritime,Yoto,Yoto 2,Tchékpo,Mutuelle Akwaba Guichet de Tchekpo,Micro-Finance,Actif,6.536853333333333,1.3603983333333334
Maritime,Yoto,Yoto 2,Ahépé,FUCEC Togo Ahépé,Micro-Finance,Actif,6.605745000000001,1.3975900000000003
Maritime,Yoto,Yoto 1,Tabligbo,SPT Tagbligbo,Banque,Actif,6.588474999999998,1.5004100000000002
Maritime,Yoto,Yoto 2,Ahépé,SPT Ahepe,Banque,Actif,6.607158333333333,1.3964700000000003
Maritime,Yoto,Yoto 1,Kouvé,COOPEC Kouve,Micro-Finance,Actif,6.662139999999999,1.413443333333334
Maritime,Yoto,Yoto 1,Kouvé,Mutuelle Akwaba Kouvé Atsapé,Micro-Finance,Actif,6.663051666666666,1.412469999999999
Maritime,Yoto,Yoto 1,Tabligbo,FUCEC Togo Tabligbo,Micro-Finance,Actif,6.587079999999999,1.5007683333333337
Maritime,Zio,Zio 1,Tsévié,FUCEC Togo COOPEC Tsevie,Micro-Finance,Inactif,6.424629719549638,1.2160345099598362
Maritime,Zio,Zio 2,Mission-Tové,Cooperative Solidarite Agricole Centre la Pauvreté,Micro-Finance,Actif,6.321683745336598,1.1248683611403556
Maritime,Zio,Zio 1,Tsévié,UTB Tsevie,Banque,Actif,6.423501666666669,1.2128466666666666
Maritime,Yoto,Yoto 3,Gboto,Tsonakle,Micro-Finance,Actif,6.70537189952756,1.4765249942202656
Maritime,Yoto,Yoto 3,Gboto,ADCB-CREC,Micro-Finance,Actif,6.675221666666665,1.529971666666667
Maritime,Zio,Zio 1,Tsévié,WAGES Tsévié,Micro-Finance,Actif,6.43694116781951,1.2112870881548377
Maritime,Zio,Zio 1,Tsévié,UMECTO Tsévié,Micro-Finance,Inactif,6.437543162266772,1.210738094162488
Maritime,Zio,Zio 1,Djagblé,COOPEC la Fructueuse,Micro-Finance,Actif,6.248924096380966,1.2777675648911706
Maritime,Zio,Zio 1,Dalavé,Mutuelle Akwaba Adangbe,Micro-Finance,Actif,6.402118341535273,1.271555033349037
Maritime,Zio,Zio 1,Tsévié,Mutuelle Akwaba Tsévié,Micro-Finance,Inconnu,6.408478333333334,1.2089566666666665
Maritime,Zio,Zio 1,Tsévié,FECECAV la Grâce,Micro-Finance,Inconnu,6.424116666666666,1.2096783333333332
Maritime,Vo,Vo 4,Akoumapé,Coopérative des Femmes Pour L'epargne et de Crédit,Micro-Finance,Actif,6.383346666666666,1.4332699999999996
Maritime,Avé,Avé 1,Kévé,SPT Keve,Banque,Actif,6.435462033465573,0.9242519550209952
Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,COOPEC Afagnan,Micro-Finance,Actif,6.4958124421382895,1.6270983717941223
Maritime,Avé,Avé 1,Kévé,FUCEC Togo Topeme,Micro-Finance,Actif,6.430819006546948,0.9307392946149826
Maritime,Avé,Avé 1,Kévé,COOPEC AD Kévé,Micro-Finance,Actif,6.434536666666666,0.9252549999999996
Maritime,Avé,Avé 2,Aképé,FECECAV D Assiame,Micro-Finance,Actif,6.242173333333335,1.0578266666666665
Maritime,Avé,Avé 1,Tovégan,FECECAV Solidarite,Micro-Finance,Actif,6.566518333333333,0.8942383333333328
Maritime,Avé,Avé 2,Aképé,FUCEC Togo Akepe,Micro-Finance,Actif,6.241332053458358,1.0574369358405815
Maritime,Avé,Avé 2,Badja,COOPAD Transformation,Micro-Finance,Actif,6.375300000000003,0.9851716666666668
Maritime,Zio,Zio 1,Gbatopé,Mutuelle Akwaba Gbatope,Micro-Finance,Actif,6.44441,1.2590233333333332
Maritime,Vo,Vo 3,Dzrékpo,Microfinance Tso Nakle,Micro-Finance,Actif,6.473318684360648,1.5688957745842684
Maritime,Zio,Zio 1,Tsévié,SUNU Bank Tsevie,Banque,Actif,6.417165,1.2116950000000004
Savanes,Cinkassé,Cinkassé 1,Cinkassé,2A.D.A.D,Micro-Finance,Actif,11.09987712,0.0242955900000002
Maritime,Avé,Avé 1,Assahoun,COECEPT Assahoun,Micro-Finance,Actif,6.459856089517012,0.9087680273957977
Maritime,Avé,Avé 1,Zolo,FUCEC Togo Dzolo,Micro-Finance,Actif,6.375671632325823,0.8913618068184748
Maritime,Avé,Avé 1,Assahoun,CECAV la Grace,Micro-Finance,Actif,6.459115000000002,0.9090066666666662
Maritime,Avé,Avé 2,Noépé,COOPEC la Lumière,Micro-Finance,Inactif,6.256828672534578,1.0430936701408355
Maritime,Avé,Avé 1,Assahoun,ORABANK Assahoun,Banque,Actif,6.454893167303371,0.9101882221452332
Maritime,Avé,Avé 1,Assahoun,FUCEC Togo Assahoun,Micro-Finance,Actif,6.450344918328133,0.9145275580204044
Maritime,Zio,Zio 2,Mission-Tové,Mutuelle Benit,Micro-Finance,Actif,6.296796666666668,1.135565
Maritime,Zio,Zio 1,Tsévié,SPT Tsevie,Banque,Actif,6.4240801143212565,1.209923301397525
Maritime,Zio,Zio 1,Tsévié,COOPEC Fidélité,Micro-Finance,Inconnu,6.433648159921646,1.2067135976796382
Maritime,Zio,Zio 2,Kovié,Mutuelle Dignité Humaine,Micro-Finance,Inconnu,6.342693333333333,1.1128200000000006
Maritime,Zio,Zio 4,Gapé-Centre,Mutuelle Akwaba Avérétoe,Micro-Finance,Actif,6.602804686949104,1.1032795873266528
Maritime,Zio,Zio 4,Gapé-Centre,FUSECAB,Micro-Finance,Actif,6.603393715797492,1.1014363586413467
Maritime,Zio,Zio 4,Gapé-Centre,COOPEC Gape Centre,Micro-Finance,Actif,6.601971608906869,1.103734774248852
Maritime,Zio,Zio 2,Mission-Tové,Centre d'assistance Juridique et Economique Aux Femmes,Micro-Finance,Inactif,6.289135000000001,1.1252866666666663
Maritime,Zio,Zio 3,Agbélouvé,CECAv Prosperite,Micro-Finance,Actif,6.671258740998086,1.168202004415628
Maritime,Zio,Zio 3,Agbélouvé,FUCEC Togo Agbelouvé,Micro-Finance,Actif,6.672010000000002,1.167646666666666
Maritime,Zio,Zio 3,Agbélouvé,SPEC OIC Togo Agbelouvé,Micro-Finance,Inactif,6.668793483594661,1.1686609035257691
Maritime,Zio,Zio 1,Djagblé,COOPEC Tsevie Guichet Djagblé,Micro-Finance,Actif,6.254856509431228,1.2840838371050298
Maritime,Zio,Zio 3,Agbélouvé,Caisse Communautaire,Micro-Finance,Inactif,6.620074109015926,1.186213637380816
Maritime,Yoto,Yoto 3,Tokpli,ECOBANK Assou kondji,Banque,Actif,6.625783318018493,1.567317586737663
Maritime,Vo,Vo 2,Togoville,Mutuelle ASJD Bdougbé,Micro-Finance,Actif,6.237518185838413,1.5133058272413331
Maritime,Bas-Mono,Bas-Mono 2,Attitogon,FUCEC Togo AttiTogon,Micro-Finance,Actif,6.41677940264338,1.6631175459013166
Maritime,Vo,Vo 1,Vogan,COOPEC-AD Novissikome,Micro-Finance,Actif,6.3407766666666685,1.5238499999999997
Maritime,Vo,Vo 1,Vogan,ORABANK Novissikomé,Banque,Actif,6.337270000000001,1.5266850000000007
Maritime,Vo,Vo 1,Vogan,SPT Commandant condji,Banque,Actif,6.335061666666666,1.5295100000000006
Maritime,Vo,Vo 1,Vogan,COOPEC CECEAO,Micro-Finance,Actif,6.339256666666667,1.524266666666666
Maritime,Vo,Vo 3,Dzrékpo,FESEC-Togo,Micro-Finance,Actif,6.474165324792857,1.5687463779901694
Maritime,Lacs,Lacs 2,Aklakou,SPT Aklakou,Banque,Actif,6.335185,1.7097733333333331
Maritime,Vo,Vo 1,Vogan,Mutuelle Kekeli,Micro-Finance,Actif,6.333538333333334,1.5299449999999997
Maritime,Vo,Vo 1,Vogan,SUNU Bank Vogan,Banque,Actif,6.335515,1.529035
Savanes,Cinkassé,Cinkassé 1,Cinkassé,COOPEC AD Boadé,Micro-Finance,Actif,11.0997754,0.0177411999999997
Maritime,Vo,Vo 1,Vogan,UTB Novissikomé,Banque,Actif,6.340533333333335,1.5235249999999998
Maritime,Vo,Vo 1,Vogan,FECECAV-MECA,Micro-Finance,Actif,6.340490000000002,1.5239383333333332
Maritime,Vo,Vo 4,Hahotoé,Coopérative d'épargne et de Credit du Personnel de la SNPT,Micro-Finance,Actif,6.367006402264263,1.4093801384877906
Maritime,Vo,Vo 4,Hahotoé,FUCEC Togo - COOPEC CECEAO,Micro-Finance,Actif,6.363103333333335,1.4145866666666669
Maritime,Vo,Vo 4,Hahotoé,UMECTO Kekeli,Micro-Finance,Actif,6.365516666666667,1.4164533333333336
Maritime,Lacs,Lacs 2,Aklakou,Mutuelle Kekeli,Micro-Finance,Actif,6.3337650000000005,1.7083999999999997
Maritime,Lacs,Lacs 4,Anfoin,MECA Anfoin,Micro-Finance,Actif,6.328863333333335,1.6067983333333336
Maritime,Lacs,Lacs 4,Anfoin,SPT Anfoin,Banque,Actif,6.3287033500000005,1.6068806200000003
Maritime,Lacs,Lacs 4,Anfoin,COOPEC-nyameneko,Micro-Finance,Actif,6.330149250000001,1.6075739
Maritime,Lacs,Lacs 1,Canton D’Aneho,FUCEC Togo Aného,Micro-Finance,Actif,6.23774328,1.6104011999999996
Maritime,Lacs,Lacs 1,Aného,SPT Aneho,Banque,Actif,6.228128333333332,1.5973883333333334
Maritime,Lacs,Lacs 3,Gbodjomé,COCPAV Dague,Micro-Finance,Actif,6.200319999999999,1.4056099999999994
Maritime,Lacs,Lacs 3,Gbodjomé,COOPEC Kekeli,Micro-Finance,Actif,6.183366666666667,1.3925383333333334
Maritime,Lacs,Lacs 3,Gbodjomé,COOPEC Nyameneko /fusec,Micro-Finance,Actif,6.1922349999999975,1.3968250000000002
Maritime,Lacs,Lacs 1,Canton D’Aneho,UTB Aneho,Banque,Inactif,6.232721700000001,1.6032254
Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,OIC Kpékplémé,Banque,Inactif,7.331785471833214,1.6257073199292362
Maritime,Lacs,Lacs 3,Agbodrafo,WAGES Agbodrafo,Micro-Finance,Actif,6.209718333333332,1.4816766666666663
Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,COOPEC Nataan de Bombouaka,Micro-Finance,Inactif,10.694073333333336,0.2087583333333333
Maritime,Lacs,Lacs 3,Agbodrafo,FUCEC Togo Kpémé,Micro-Finance,Actif,6.213899999999999,1.5045950000000003
Maritime,Lacs,Lacs 3,Agbodrafo,SPT Agbodrafo,Banque,Inactif,6.207895000000001,1.4778316666666669
Maritime,Lacs,Lacs 1,Canton D’Aneho,MECA Amadoté,Micro-Finance,Actif,6.238581700000001,1.6145029999999998
Plateaux,Ogou,Ogou 1,Djama,COOPEC AD Agbonou,Micro-Finance,Actif,7.51371383601868,1.1511452577382335
Maritime,Lacs,Lacs 1,Canton D’Aneho,ECOBANK Carrefour,Banque,Actif,6.23636382,1.6122614500000003
Maritime,Lacs,Lacs 1,Canton D’Aneho,SUNU Bank Gériko,Banque,Actif,6.238434350000001,1.6161891199999998
Maritime,Lacs,Lacs 1,Canton D’Aneho,ORABANK Gériko,Banque,Actif,6.2401496000000005,1.6234909400000002
Maritime,Lacs,Lacs 1,Canton D’Aneho,BTCI Gériko ,Banque,Actif,6.240375340000001,1.62364358
Maritime,Lacs,Lacs 1,Canton D’Aneho,WAGES le Sang kongni,Micro-Finance,Actif,6.23947996,1.62037899
Maritime,Lacs,Lacs 1,Canton D’Aneho,NSIA Assurance banque Aneho,Banque,Inactif,6.239946480000001,1.6214912799999994
Maritime,Zio,Zio 1,Tsévié,ORABANK Tsevie,Banque,Actif,6.434019472703054,1.2119657313386425
Maritime,Zio,Zio 3,Agbélouvé,SPT Agbélouvé,Banque,Actif,6.671749272143332,1.1678437843952096
Maritime,Zio,Zio 1,Tsévié,Division des Operations Douanieres de la Region Maritime,Micro-Finance,Actif,6.432164956325957,1.2162122592083409
Plateaux,Amou,Amou 3,Témédja,COMEC Temedja,Micro-Finance,Actif,7.518834999999998,1.0589466666666665
Plateaux,Ogou,Ogou 1,Gnagna,BOA Gnagna,Banque,Actif,7.519048333333334,1.1412266666666666
Plateaux,Ogou,Ogou 1,Djama,Microfinance Millenium Kpotame,Micro-Finance,Actif,7.5091423077618575,1.1528839027965647
Plateaux,Ogou,Ogou 1,Djama,CECAV Agbonou,Micro-Finance,Actif,7.51646,1.1502349999999997
Plateaux,Ogou,Ogou 2,Akparé,COOPEC Ilema de Akpare,Micro-Finance,Inactif,7.474770000000003,1.3146666666666662
Plateaux,Est-Mono,Est-Mono 3,Nyamassila,COOPEC Nyamassila,Micro-Finance,Actif,7.987585000000001,1.1919649999999995
Plateaux,Est-Mono,Est-Mono 1,Elavagnon,COOPEC Elavagnon,Micro-Finance,Actif,7.955827731916766,1.284715578012051
Plateaux,Wawa,Wawa 1,Badou,COOPEC-AD Badou,Micro-Finance,Actif,7.585430614652392,0.60879681011179
Plateaux,Wawa,Wawa 1,Badou,MGPCC dekawowo,Micro-Finance,Actif,7.592735147178389,0.6095963454536255
Plateaux,Wawa,Wawa 1,Badou,FUCEC Togo  COOPEC Novissi,Micro-Finance,Actif,7.58479,0.6127683333333331
Plateaux,Wawa,Wawa 1,Badou,ORABANK Badou,Banque,Actif,7.584979121428079,0.6065152459901539
Plateaux,Est-Mono,Est-Mono 2,Morétan,COOPEC Katchere,Micro-Finance,Actif,8.10741032426643,1.3504790894493797
Plateaux,Ogou,Ogou 2,Datcha,Assciation Oressan,Micro-Finance,Actif,7.432608333333333,1.1600283333333326
Savanes,Cinkassé,Cinkassé 1,Cinkassé,BSIC Cinkanssé,Banque,Actif,11.107137359999998,0.0138517300000002
Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,FUCEC Togo Tado,Micro-Finance,Actif,7.146017035908916,1.591692099308749
Plateaux,Ogou,Ogou 4,Ountivou,SPEC OIC Togo Atchankoe,Micro-Finance,Actif,7.431298049728864,1.4855015903412987
Plateaux,Ogou,Ogou 4,Ountivou,Association Villageoise pour l'Epargne et le Credit,Micro-Finance,Actif,7.430692121366527,1.48510329751457
Plateaux,Ogou,Ogou 3,Gléi,SPEC OIC-Togo Akpaka,Micro-Finance,Actif,7.314553333333335,1.1636866666666668
Plateaux,Haho,Haho 1,Atchavé,FECECAV Kpele,Micro-Finance,Actif,6.857761666666667,1.184121666666667
Plateaux,Ogou,Ogou 3,Gléi,COOPEC Ilema de Kpota,Micro-Finance,Actif,7.318416666666667,1.1665883333333338
Plateaux,Ogou,Ogou 3,Gléi,COOPEC Novissi de l'Affaire sociale,Micro-Finance,Actif,7.315628428476689,1.1651629249555326
Plateaux,Danyi,Danyi 1,Danyi-Atigba,FECECAV Danyi Microfinance,Micro-Finance,Actif,7.202054418560122,0.6930825535488041
Plateaux,Danyi,Danyi 1,Danyi-Atigba,FUCEC Togo Apéyémé,Micro-Finance,Actif,7.198371666666668,0.6910599999999993
Savanes,Cinkassé,Cinkassé 1,Cinkassé,UTB Boadé,Banque,Actif,11.102661830000002,0.0160195099999995
Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,SPEC OIC Togo Kpohizouhoe,Micro-Finance,Actif,7.023818098839283,1.6151360922523716
Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,COOPEC ADMEGNONTCHIHOE,Micro-Finance,Actif,7.325931666666667,1.6276766666666662
Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,FUCEC Togo Kpékplémé,Micro-Finance,Actif,7.328479642242918,1.6239544159835997
Savanes,Cinkassé,Cinkassé 1,Cinkassé,SPT Boadé,Banque,Actif,11.110863139999998,0.01244535
Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,SPEC OIC Togo Tado,Micro-Finance,Actif,7.143353333333333,1.5930266666666668
Plateaux,Agou,Agou 1,Agou-Tavié,FUCEC Togo  COOPEC CFAE,Micro-Finance,Actif,6.851056666666667,0.7153516666666666
Plateaux,Agou,Agou 1,Agou-Tavié,CECAV Espoir,Micro-Finance,Actif,6.847573333333334,0.7185433333333333
Plateaux,Agou,Agou 1,Agou-Tavié,SPT Agou-gare,Banque,Actif,6.844028333333335,0.7163833333333331
Plateaux,Akébou,Akébou 1,Kougnohou,FECECAV Kougnohou,Micro-Finance,Inactif,7.652154999999998,0.7891916666666668
Plateaux,Akébou,Akébou 1,Kougnohou,FUCEC Togo Kougnohou,Micro-Finance,Actif,7.654740048975441,0.7912245636067079
Plateaux,Ogou,Ogou 2,Akparé,SPEC OIC Akpare,Micro-Finance,Actif,7.47279,1.3224900000000004
Plateaux,Kloto,Kloto 3,Kouma,CECAV Avenir de Kouma-adame,Micro-Finance,Actif,6.975693333333335,0.5963683333333334
Plateaux,Kloto,Kloto 2,Lavié-Apédomé,CECAV Lavie,Micro-Finance,Actif,7.010566666666667,0.6764433333333328
Plateaux,Haho,Haho 4,Wahala,Mutuelle Rhema,Micro-Finance,Actif,7.175158333333335,1.1610716666666672
Plateaux,Kloto,Kloto 3,Agomé-Tomégbé,CECAV Avenir Tomégbé,Micro-Finance,Actif,6.954286666666668,0.558978333333333
Plateaux,Kloto,Kloto 1,Agome-Kpalime,IB Bank Togo,Banque,Actif,6.921373333333335,0.6344800000000004
Plateaux,Kloto,Kloto 1,Agome-Kpalime,Sebaders Kpalime,Micro-Finance,Inactif,6.92102,0.6208533333333339
Savanes,Cinkassé,Cinkassé 1,Cinkassé,NSIA Banque Cinkanssé,Banque,Inactif,11.10069059,0.0175574899999998
Plateaux,Haho,Haho 4,Wahala,COOPEC Car-naolou,Micro-Finance,Actif,7.173106666666668,1.1644350000000003
Plateaux,Haho,Haho 4,Wahala,OIC-Togo,Micro-Finance,Actif,7.172638333333333,1.1656600000000004
Plateaux,Haho,Haho 4,Wahala,FECECAV Zongo,Micro-Finance,Actif,7.174356666666667,1.1654300000000004
Plateaux,Kloto,Kloto 1,Agome-Kpalime,SOGEMEF Lomnava,Micro-Finance,Actif,6.921533333333335,0.6344066666666662
Plateaux,Kloto,Kloto 1,Agome-Kpalime,MGPCC dekawowo,Micro-Finance,Inactif,6.918308333333333,0.6241883333333336
Plateaux,Kloto,Kloto 1,Agome-Kpalime,ECOBANK Fiakomé,Banque,Actif,6.907052322401787,0.6322545901014416
Plateaux,Kloto,Kloto 1,Agome-Kpalime,COMEC Kpalime,Micro-Finance,Actif,6.913097420603269,0.6295500191936059
Plateaux,Kloto,Kloto 1,Agome-Kpalime,SUNU Bank Kpalime,Banque,Actif,6.912565000000001,0.6324900000000002
Plateaux,Kloto,Kloto 1,Agome-Kpalime,UTB Kpalime,Banque,Actif,6.906821666666667,0.6329866666666665
Savanes,Cinkassé,Cinkassé 1,Cinkassé,ORABANK Cinkanssé,Banque,Actif,11.097366160000002,0.0215181399999997
Plateaux,Kloto,Kloto 1,Agome-Kpalime,CECAV Avenir Kpalimé,Micro-Finance,Actif,6.915843333333334,0.6260783333333335
Plateaux,Anié,Anié 2,Adogbénou,Pratfig,Micro-Finance,Actif,7.738083333333332,1.4379999999999995
Savanes,Tône,Tône 1,Dapaong,SUNU Bank Dapaong,Banque,Actif,10.88375711390402,0.1998617881237031
Plateaux,Anié,Anié 1,Anié,COOPEC AD Anié,Micro-Finance,Actif,7.757592745358773,1.193610737123323
Plateaux,Anié,Anié 1,Anié,WAGES Anié,Micro-Finance,Actif,7.757567341404601,1.1932325754841624
Savanes,Cinkassé,Cinkassé 1,Cinkassé,COOPEC-SIFA de Languitaba,Micro-Finance,Actif,11.101958180000002,0.0105469799999997
Plateaux,Anié,Anié 1,Anié,FUCEC Togo Anié,Micro-Finance,Actif,7.763439869875062,1.193332103953501
Savanes,Cinkassé,Cinkassé 1,Cinkassé,BTCI Boadé,Banque,Actif,11.110611610000005,0.0124709
Plateaux,Anié,Anié 1,Anié,Assilassime Solidarité,Micro-Finance,Actif,7.763583676022076,1.1965858501604414
Plateaux,Kloto,Kloto 1,Agome-Kpalime,COOPEC AD Kpalimé,Micro-Finance,Actif,6.907803333333335,0.63223
Plateaux,Kloto,Kloto 1,Agome-Kpalime,ORABANK Kpalimé,Banque,Actif,6.901071666666667,0.630046666666667
Plateaux,Amou,Amou 2,Amou-Oblo,COOPEC AD Amou Oblo,Micro-Finance,Actif,7.391483333333334,0.8691766666666654
Plateaux,Amou,Amou 2,Amou-Oblo,CECAV Fidélité Amou Oblo,Micro-Finance,Actif,7.388195550740733,0.8673325963797106
Plateaux,Amou,Amou 2,Amou-Oblo,MGPCCdekahoho,Micro-Finance,Actif,7.387497833011123,0.8674562996778736
Plateaux,Amou,Amou 2,Amou-Oblo,COOPEC Enyo Amou Oblo,Micro-Finance,Actif,7.388261736790542,0.8678445988708431
Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,UTB Tetsefi,Banque,Actif,7.132041666666668,0.7313316666666667
Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,FECECAV Wetsi,Micro-Finance,Actif,7.128491666666668,0.7288883333333331
Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Guichet de Sam-naba,Micro-Finance,Actif,11.06710248,0.1642396099999996
Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,COOPEC Enyo Tsèfi,Micro-Finance,Actif,7.133195000000001,0.7316583333333334
Plateaux,Kpélé,Kpélé 2,Kpélé-Centre,FECECAV Hassoupe,Micro-Finance,Actif,7.17226,0.7475083333333336
Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,COOPEC Enyo,Micro-Finance,Actif,7.282006666666665,0.8031066666666669
Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Cooperative Mesona,Micro-Finance,Actif,7.137988333333334,0.7301266666666666
Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,FECECAV-fidelité,Micro-Finance,Actif,7.276728333333335,0.8006499999999998
Plateaux,Haho,Haho 1,Notsé,FECECAV Agence Notsé,Micro-Finance,Actif,6.949459361971194,1.1651450400374397
Plateaux,Haho,Haho 1,Notsé,URCLEC Agence Notsé,Micro-Finance,Actif,6.951091451040464,1.1688116325320417
Plateaux,Haho,Haho 1,Notsé,SPEC OIC-Togo Tegbe,Micro-Finance,Actif,6.9541608,1.1701359999999998
Plateaux,Haho,Haho 1,Notsé,COOPEC AD Notsé,Micro-Finance,Actif,6.953368333333333,1.1718650000000002
Plateaux,Haho,Haho 1,Notsé,FUCEC Togo Adimé,Micro-Finance,Actif,6.948462559553073,1.171155421737449
Plateaux,Haho,Haho 1,Notsé,WAGES Notse,Micro-Finance,Actif,6.948368333333334,1.168901666666667
Plateaux,Haho,Haho 1,Notsé,COECEPT Notsé,Micro-Finance,Actif,6.947393333333336,1.1749033333333327
Plateaux,Haho,Haho 1,Notsé,FINAM Notsé,Micro-Finance,Actif,6.946986161674564,1.1749511807831785
Plateaux,Haho,Haho 1,Notsé,CERCIF Notsé,Micro-Finance,Actif,6.9468440000000005,1.1749316999999997
Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,CECAV Fidelite Bodzé,Micro-Finance,Actif,7.089731666666668,0.9104516666666672
Plateaux,Haho,Haho 1,Notsé,Rhema Notsé,Micro-Finance,Actif,6.948540992536163,1.1699939278389604
Plateaux,Haho,Haho 1,Notsé,UTB Notse,Banque,Actif,6.943955000000002,1.1734483333333336
Plateaux,Haho,Haho 1,Notsé,ORABANK Notse,Banque,Actif,6.948660100000001,1.1676276
Plateaux,Haho,Haho 1,Notsé,SUNU Bank Notse,Banque,Actif,6.949168333333335,1.1687949999999998
Plateaux,Haho,Haho 1,Hahomégbé,SPEC OIC Togo Hahomegbé,Micro-Finance,Actif,6.932486666666667,1.0268816666666667
Plateaux,Anié,Anié 1,Anié,SUNU Bank Anié,Banque,Actif,7.8081806999999985,1.1915248999999997
Savanes,Tône,Tône 1,Dapaong,Banque Atlantique Kpegui,Banque,Actif,10.865528234473324,0.2030324431546941
Plateaux,Anié,Anié 1,Anié,Banque Atlantique Anié,Banque,Actif,7.764864999999999,1.1926816666666664
Plateaux,Anié,Anié 1,Anié,ORABANK Anié,Banque,Actif,7.758835267901578,1.1930026989018407
Plateaux,Agou,Agou 1,Gadja,COOPEC CFAE,Micro-Finance,Actif,6.795211666666668,0.7965183333333329
Plateaux,Ogou,Ogou 1,Djama,SPT Atakpame,Banque,Actif,7.532605000000001,1.12474
Plateaux,Agou,Agou 1,Gadja,CECAV Espoir Avetonou,Micro-Finance,Actif,6.796030968158773,0.7953296771609297
Plateaux,Anié,Anié 1,Anié,UTB Anié,Banque,Actif,7.761812427428099,1.1934103312774544
