region,prefecture,commune,canton,etab_nom,categorie,statut_simplifie,lat,lon
Plateaux,Haho,Haho 2,Asrama,COOPEC AD Asrama,Micro-Finance,Actif,7.003341666666668,1.4059283333333334
Plateaux,Haho,Haho 2,Asrama,SPEC OIC Asrama,Micro-Finance,Actif,7.003005570374716,1.4036507776243607
Plateaux,Agou,Agou 1,Kati,CECAV Espoir de Kati,Micro-Finance,Actif,6.890522222958023,0.8490130357511639
Plateaux,Ogou,Ogou 1,Gnagna,Service Assurance COOPEC Novissi,Assurance,Actif,7.524260224227986,1.1287753059012569
Plateaux,Ogou,Ogou 1,Gnagna,COOPEC Novissi de Lomnava,Micro-Finance,Actif,7.524368600000002,1.1287549
Plateaux,Ogou,Ogou 1,Djama,SPT Agbonou,Banque,Actif,7.524389999999999,1.1484566666666665
Plateaux,Haho,Haho 1,Notsé,GTA Assurance Notse,Assurance,Actif,6.947048089431642,1.1749534433657798
Plateaux,Anié,Anié 1,Anié,COOPEC Ilema d'Assigamé,Micro-Finance,Actif,7.76074,1.1935250000000002
Plateaux,Ogou,Ogou 1,Gnagna,Caisse Nationale de Securite Sociale,Assurance,Inactif,7.51965637808875,1.1415722913769988
Plateaux,Ogou,Ogou 1,Djama,Fidelia Assurance Agbonou,Assurance,Inactif,7.518359694599524,1.1468943102929443
Plateaux,Ogou,Ogou 1,Djama,Institut Nationale d'Assurance Maladie,Assurance,Inactif,7.513229999999998,1.151416666666666
Plateaux,Ogou,Ogou 1,Djama,Sanlam Agbonou,Assurance,Inactif,7.5257780389371325,1.149323067362252
Plateaux,Ogou,Ogou 1,Djama,BIA Togo Togo,Banque,Actif,7.533131666666667,1.1218516666666662
Plateaux,Ogou,Ogou 1,Gnagna,ECOBANK Houdou,Banque,Actif,7.531569190933304,1.122783413789204
Plateaux,Ogou,Ogou 1,Gnagna,Banque Atlantique Houdou,Banque,Actif,7.531833642145605,1.122133072085735
Plateaux,Ogou,Ogou 1,Gnagna,Microfinance dekawowo,Micro-Finance,Actif,7.5302016666666685,1.123928333333334
Plateaux,Ogou,Ogou 1,Gnagna,NSIA Assurance Gnagna,Assurance,Actif,7.519018333333334,1.141013333333334
Plateaux,Ogou,Ogou 1,Gnagna,SUNU Bank Gnagna,Banque,Actif,7.5224278731571905,1.1384451429458882
Plateaux,Amou,Amou 1,Amlamé (Ouma),Trésorerie d'Amlame,Micro-Finance,Actif,7.469144656473354,0.906100129116192
Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,FECECAV Duamenyo Elavanyo,Micro-Finance,Actif,7.2816116666666675,0.7055416666666667
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,UMECTO Papri,Micro-Finance,Actif,10.992986666666669,0.423813333333333
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Namoundjoga,FUCEC Togo Namondjoga,Micro-Finance,Inactif,10.893786666666667,0.3939783333333329
Savanes,Tandjoaré,Tandjoaré 2,Nano,COOPEC SIFA de Nano,Micro-Finance,Actif,10.705816546858273,0.1084326897437387
Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,CMECS Sikbaog,Micro-Finance,Actif,10.638938333333334,0.0835583333333327
Savanes,Oti-Sud,Oti-Sud 1,Gando,SPT Kando,Banque,Actif,10.326937118346466,0.7425432377008774
Savanes,Tandjoaré,Tandjoaré 2,Nano,COOPEC Nataan Agence de Nano,Micro-Finance,Actif,10.701393226030408,0.1132467112871075
Savanes,Tandjoaré,Tandjoaré 2,Nano,Amis Financer des Pauvres,Micro-Finance,Actif,10.702305254359022,0.1106811769479809
Savanes,Oti,Oti 1,Mango,COOPEC Lumiere Mango,Micro-Finance,Actif,10.351599742699465,0.4689195499524681
Savanes,Cinkassé,Cinkassé 1,Cinkassé,CEMEC Cinkanssé,Micro-Finance,Actif,11.096675949999998,0.02932876
Savanes,Tône,Tône 3,Lotogou,La Caisse Mutuelle d'epargne et de Credit de LoTogou,Micro-Finance,Actif,10.798298552289149,0.025030935448983
Savanes,Cinkassé,Cinkassé 1,Cinkassé,V.I.Z.A- Togo,Micro-Finance,Actif,11.0961158,0.025253169999999
Savanes,Cinkassé,Cinkassé 1,Cinkassé,COOPEC Lando,Micro-Finance,Actif,11.09717948,0.0211470599999989
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,COOPEC SIFA de Naki Est Centre,Micro-Finance,Actif,10.729888333333337,0.3846333333333324
Savanes,Oti,Oti 1,Mango,ORABANK Mango,Banque,Actif,10.35716333333333,0.4754733333333329
Savanes,Oti,Oti 2,Barkoissi,FUCEC Togo Barkoissi,Micro-Finance,Inconnu,10.558060000000005,0.3019366666666656
Savanes,Oti,Oti 1,Mango,COOPEC SIFA Mango,Micro-Finance,Actif,10.348063333333334,0.4693016666666665
Savanes,Oti,Oti 1,Mango,UTB Mango,Banque,Actif,10.352395,0.4693666666666666
Savanes,Oti,Oti 2,Barkoissi,COOPEC SIFA Barkoissi ,Micro-Finance,Actif,10.557075000000005,0.3054883333333328
Savanes,Oti,Oti 2,Barkoissi,U-CMECS Lantodim,Micro-Finance,Actif,10.55560333333333,0.3032583333333335
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,U-CMECS (union des Caisses Mutuelles D'epargne et de Crédit des Savanes),Micro-Finance,Actif,10.953968223424951,0.4357950202027965
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Banque Atlantique Quartier Samango,Banque,Actif,11.102568520000004,0.016539589999999
Savanes,Cinkassé,Cinkassé 1,Cinkassé,ECOBANK Cinkanssé,Banque,Inactif,11.10216061,0.0162530099999996
Savanes,Cinkassé,Cinkassé 1,Cinkassé,CORIS Bank Cinkanssé ,Banque,Actif,11.097053140000002,0.0227043699999995
Savanes,Cinkassé,Cinkassé 1,Cinkassé,BOA Cinkanssé,Banque,Actif,11.096349140000004,0.025987670000001
Savanes,Cinkassé,Cinkassé 2,Timbou,V.I.Z.A- Togo Natinga,Micro-Finance,Actif,11.03596488,0.1164212700000001
Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,SPT Bombouaka,Banque,Actif,10.699540591129123,0.2076119019961916
Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,UMECTO Bombouaka,Micro-Finance,Inactif,10.700130500325534,0.2081018484449186
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,U-CMECS Tamou,Micro-Finance,Inactif,10.596316666666668,0.1747299999999998
Savanes,Tône,Tône 1,Dapaong,ORABANK Nassablé,Banque,Actif,10.877000000000002,0.2003816666666658
Savanes,Tône,Tône 1,Dapaong,Microfinance U-CMECS,Micro-Finance,Actif,10.875438333333332,0.1967783333333335
Savanes,Tône,Tône 1,Dapaong,Incha Allah Finance,Micro-Finance,Actif,10.870201666666668,0.1986583333333329
Savanes,Tône,Tône 1,Dapaong,Microfinance AFP,Micro-Finance,Actif,10.869738333333332,0.2015649999999997
Savanes,Tône,Tône 1,Dapaong,Direction COOPEC- SIFA,Micro-Finance,Actif,10.865344999999998,0.1999166666666664
Savanes,Tône,Tône 1,Dapaong,UMECTO Napiengue,Micro-Finance,Actif,10.86282,0.2034566666666671
Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,U-CMECS Sagbiebou,Micro-Finance,Actif,10.245945,0.6451099999999996
Savanes,Oti-Sud,Oti-Sud 1,Gando,FUCEC Togo -Togo (COOPEC Lumière Agence Kando ),Micro-Finance,Actif,10.33152337118989,0.7450254614202725
Savanes,Oti-Sud,Oti-Sud 1,Gando,COOPEC SIFA Gando Centre,Micro-Finance,Actif,10.333923333333336,0.7483766666666668
Savanes,Tône,Tône 1,Dapaong,FUCEC Togo  COOPEC Lando,Micro-Finance,Actif,10.882031666666668,0.1935616666666662
Savanes,Tône,Tône 1,Dapaong,COOPEC AD Dapaong,Micro-Finance,Actif,10.86756689560784,0.2062104997988418
Savanes,Tône,Tône 1,Dapaong,CECAV Dapaong,Micro-Finance,Actif,10.862111666666667,0.2045483333333328
Savanes,Oti,Oti 2,Barkoissi,SPT Barkoissi,Banque,Actif,10.555431316135545,0.3045488080692265
Savanes,Oti,Oti 1,Mango,SPT Mango,Banque,Actif,10.357189506891158,0.4719815245260524
Savanes,Oti,Oti 1,Mango,Transfert d'argent Al-izza,Micro-Finance,Actif,10.354195912335152,0.4704172075691301
Savanes,Oti-Sud,Oti-Sud 2,Takpamba,COOPEC SIFA Takpamba,Micro-Finance,Actif,9.970867266857974,0.5788476736208518
Savanes,Tône,Tône 1,Dapaong,ECOBANK Dapaong,Banque,Actif,10.869443333333331,0.2021333333333333
Savanes,Tône,Tône 1,Dapaong,BSIC Dapaong,Banque,Actif,10.87647751898997,0.2005323882126942
Savanes,Tône,Tône 1,Dapaong,UTB Dapaong,Banque,Actif,10.860778333333334,0.2054283333333333
Savanes,Tône,Tône 1,Dapaong,BTCI Worgou,Banque,Actif,10.850130196071142,0.2024338372086217
Maritime,Golfe,Golfe 1,Bè-Est,Direction générale Ecobank Togo,Banque,Actif,6.13597966622959,1.2585633234167288
Plateaux,Kloto,Kloto 1,Agome-Kpalime,FUCEC Kpalime,Micro-Finance,Inconnu,6.914479978758992,0.63340629671594
